target_id,jurisdiction_name,state,target_type,expected_archetype,expected_classification,row_role,target_key,source_identity,selection_reason,run_start,run_started_at,run_stop,run_stopped_at,runtime_min,review_start,review_started_at,review_stop,review_stopped_at,human_min,match_status,generation_status,exception_class,parity_ok,outcome,next_action,canonical_jurisdiction_id,exception_workspace_url,portfolio_sync_ok,checksum_run_1,checksum_run_2,checksum_parity_ok,timer_integrity_ok
MB100-040,City and County of Broomfield,CO,coextensive place/county,AR-005,government,MEASURED — KNOWN,ocd-division/country:us/state:co/place:broomfield,place-0809280 / county-08014,Second maintained coextensive alias,TRUE,2026-08-07 21:38:59,TRUE,2026-08-07 21:39:46,0.8,TRUE,2026-08-07 21:40:58,TRUE,2026-08-07 21:41:03,0.1,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-041 Metropolitan Water Reclamation District under the frozen Measured Batch 100 protocol.,jur-us-co-broomfield,,TRUE,9d3634af68d7cac68ce14e42d8b193617270144ee2cbfe5278a5cf9987d1febf,9d3634af68d7cac68ce14e42d8b193617270144ee2cbfe5278a5cf9987d1febf,TRUE,TRUE
MB100-041,Metropolitan Water Reclamation District,IL,special-purpose district,AR-D01,special_purpose_district,MEASURED — KNOWN,ocd-division/country:us/state:il/sewer:mwrd,UPSTREAM OCD sewer:mwrd,Exact upstream special-district segment already proven,TRUE,2026-08-07 22:02:48,TRUE,2026-08-07 22:03:34,0.8,TRUE,2026-08-07 22:05:01,TRUE,2026-08-07 22:09:01,4.0,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-042 Port of Seattle under the frozen Measured Batch 100 protocol.,jur-us-il-metropolitan-water-reclamation-district,,TRUE,3539d9f54b016a0864e035d53a79c053e825dac59b59169c572ddc82134a2615,3539d9f54b016a0864e035d53a79c053e825dac59b59169c572ddc82134a2615,TRUE,TRUE
MB100-042,Port of Seattle,WA,special-purpose district,AR-D01,special_purpose_district,MEASURED — KNOWN,lookup:Port of Seattle,PID6 158973 / GIDID 48401711400000,Validated Census-backed special-district override,TRUE,2026-08-08 00:07:03,TRUE,2026-08-08 00:29:04,22.0,TRUE,2026-08-08 00:29:04,TRUE,2026-08-08 00:35:04,6.0,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-043 Metropolitan Government of Nashville and Davidson County under the frozen Measured Batch 100 protocol.,jur-us-wa-port-of-seattle,,TRUE,2d12ee7f63efbe223e3178fd4efbd9e9c94319ad003b0b0f5ad7c6fadeeab894,2d12ee7f63efbe223e3178fd4efbd9e9c94319ad003b0b0f5ad7c6fadeeab894,TRUE,TRUE
MB100-043,Metropolitan Government of Nashville and Davidson County,TN,consolidated metro government,AR-D02,government,MEASURED — KNOWN,ocd-division/country:us/state:tn/county:davidson,county-47037,Validated consolidated-government rule,TRUE,2026-08-08 00:38:20,TRUE,2026-08-08 01:06:46,28.4,TRUE,2026-08-08 01:06:53,TRUE,2026-08-08 01:06:59,0.1,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-044 Orleans Parish under the frozen Measured Batch 100 protocol.,jur-us-tn-nashville-davidson,,TRUE,b38f326c6181f8ffc450bb897f761569befb79231b2236524dace83b24e2d48a,b38f326c6181f8ffc450bb897f761569befb79231b2236524dace83b24e2d48a,TRUE,TRUE
MB100-044,Orleans Parish,LA,county-equivalent,DISCOVERY — PARISH,government,MEASURED — DISCOVERY,ocd-division/country:us/state:la/parish:orleans,county-equivalent-22071,Carry the unresolved parish segment into the bounded discovery slice,TRUE,2026-08-08 01:13:21,TRUE,2026-08-08 01:50:18,36.9,TRUE,2026-08-08 01:50:24,TRUE,2026-08-08 01:50:29,0.1,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-045 Regional Transit Authority under the frozen Measured Batch 100 protocol.,jur-us-la-orleans-parish,,TRUE,71e4eefe5c2b984807d8638b27fcf88b158fcda0d3cbd26b0532f07606550e0e,71e4eefe5c2b984807d8638b27fcf88b158fcda0d3cbd26b0532f07606550e0e,TRUE,TRUE
MB100-045,Regional Transit Authority,IL,transit authority,DISCOVERY — TRANSIT SEGMENT,transit_authority,MEASURED — DISCOVERY,ocd-division/country:us/state:il/transit:rta,UPSTREAM OCD transit:rta,Carry the remaining native transit-routing gap,TRUE,2026-08-08 10:03:20,TRUE,2026-08-08 11:34:29,91.2,TRUE,2026-08-08 11:34:35,TRUE,2026-08-08 11:34:50,0.2,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-046 Castaic Lake Water Agency under the frozen Measured Batch 100 protocol.,jur-us-il-regional-transit-authority,,TRUE,543b12de37a1ecd3576796f159608de088c1683d804daa14149b3cda8f90fe40,543b12de37a1ecd3576796f159608de088c1683d804daa14149b3cda8f90fe40,TRUE,TRUE
MB100-046,Castaic Lake Water Agency,CA,special-purpose district,DISCOVERY — WATER SEGMENT,special_purpose_district,MEASURED — DISCOVERY,ocd-division/country:us/state:ca/county:los_angeles/water:castaic_lake_water_agency,UPSTREAM OCD water:castaic_lake_water_agency / successor SCV Water (2018),Legacy native water route requires successor-identity mapping,TRUE,2026-08-08 11:47:57,TRUE,2026-08-08 12:20:38,32.7,TRUE,2026-08-08 12:20:47,TRUE,2026-08-08 12:20:58,0.2,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-047 Louisville–Jefferson County Metro Government under the frozen Measured Batch 100 protocol.,jur-us-ca-santa-clarita-valley-water-agency,,TRUE,086446392abb70ba7971811271557849f41858ffe058e4c08de311cedc111d5d,086446392abb70ba7971811271557849f41858ffe058e4c08de311cedc111d5d,TRUE,TRUE
MB100-047,Louisville–Jefferson County Metro Government,KY,consolidated metro government,DISCOVERY — CONSOLIDATED IDENTITY,government,MEASURED — DISCOVERY,ocd-division/country:us/state:ky/county:jefferson,county-21111 / place-2148006,Carry the remaining consolidated legal-identity gap,TRUE,2026-08-08 13:17:37,TRUE,2026-08-08 13:17:45,0.1,TRUE,2026-08-08 13:17:53,TRUE,2026-08-08 13:18:02,0.1,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-048 Greenwich Town under the frozen Measured Batch 100 protocol.,jur-us-ky-louisville-jefferson,,TRUE,3ad840d42e0e056cc7d5f82cadbf39a0312bc4de73731ebc3dc3fd79a35f88a1,3ad840d42e0e056cc7d5f82cadbf39a0312bc4de73731ebc3dc3fd79a35f88a1,TRUE,TRUE
MB100-048,Greenwich Town,CT,county subdivision / town,DISCOVERY — COUSUB-AS-PLACE,government,MEASURED — DISCOVERY,ocd-division/country:us/state:ct/place:greenwich,cousub-0919033620 / statistical place-0933690,Active Connecticut town paired with a separate statistical Greenwich CDP,TRUE,2026-08-08 13:25:29,TRUE,2026-08-08 14:49:30,84.0,TRUE,2026-08-08 14:49:36,TRUE,2026-08-08 14:49:42,0.1,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-049 Baltimore City under the frozen Measured Batch 100 protocol.,jur-us-ct-greenwich-town,,TRUE,3dacffedb8534dc6e94278a1d789174428d1959f3d99a551eda2d39bd50ed814,3dacffedb8534dc6e94278a1d789174428d1959f3d99a551eda2d39bd50ed814,TRUE,TRUE
MB100-049,Baltimore City,MD,independent city,DISCOVERY — INDEPENDENT CITY ALIAS,government,MEASURED — DISCOVERY,ocd-division/country:us/state:md/place:baltimore,place-2404000 / county-equivalent-24510,Independent-city reverse alias without conflating Baltimore County,TRUE,2026-08-08 18:13:49,TRUE,2026-08-08 20:02:15,108.4,TRUE,2026-08-08 20:02:54,TRUE,2026-08-08 20:03:13,0.3,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-050 San Juan Municipio under the frozen Measured Batch 100 protocol.,jur-us-md-baltimore-city,,TRUE,802845c472e08994b3825432505c121475fcd562a73919e2f3454ed3bb7cf262,802845c472e08994b3825432505c121475fcd562a73919e2f3454ed3bb7cf262,TRUE,TRUE
MB100-050,San Juan Municipio,PR,territory municipio,DISCOVERY — TERRITORY MUNICIPIO,government,MEASURED — DISCOVERY,ocd-division/country:us/territory:pr/municipio:san_juan,county-equivalent-72127,Territory and municipio segments outside the state/county path,TRUE,2026-08-08 20:12:21,TRUE,2026-08-08 21:28:52,76.5,TRUE,2026-08-08 21:29:01,TRUE,2026-08-08 21:29:10,0.2,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-051 Birmingham under the frozen Measured Batch 100 protocol.,jur-us-pr-san-juan-municipio,,TRUE,aa28152dc3c675726d77054d20c6bea3409d68b0f7528058768ddf1a60ad113b,aa28152dc3c675726d77054d20c6bea3409d68b0f7528058768ddf1a60ad113b,TRUE,TRUE
MB100-051,Birmingham,AL,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:al/place:birmingham,place-0107000,Adds first MB100 municipal coverage for Alabama; multi-county place.,TRUE,2026-08-08 22:22:38,TRUE,2026-08-08 22:22:47,0.1,TRUE,2026-08-08 22:22:54,TRUE,2026-08-08 22:23:04,0.2,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-052 Fairbanks under the frozen Measured Batch 100 protocol.,jur-us-al-birmingham,,TRUE,9d2b296b4b835b2731be9c518882849904f808ad8fe6fb9edb310665a94e743d,9d2b296b4b835b2731be9c518882849904f808ad8fe6fb9edb310665a94e743d,TRUE,TRUE
MB100-052,Fairbanks,AK,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:ak/place:fairbanks,place-0224230,Adds first MB100 municipal coverage for Alaska.,TRUE,2026-08-07 22:12:07,TRUE,2026-08-07 22:12:36,0.5,TRUE,2026-08-07 22:12:37,TRUE,2026-08-07 22:12:47,0.2,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-053 Little Rock under the frozen Measured Batch 100 protocol.,jur-us-ak-fairbanks,,TRUE,b19cfd34454f6ed447e0ead2c3ad223ef2cadcaecc6dc68b9b57bb38c41ad4f6,b19cfd34454f6ed447e0ead2c3ad223ef2cadcaecc6dc68b9b57bb38c41ad4f6,TRUE,TRUE
MB100-053,Little Rock,AR,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:ar/place:little_rock,place-0541000,Adds first MB100 municipal coverage for Arkansas.,TRUE,2026-08-07 22:13:20,TRUE,2026-08-07 22:13:35,0.3,TRUE,2026-08-07 22:13:36,TRUE,2026-08-07 22:13:44,0.1,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-054 Wilmington under the frozen Measured Batch 100 protocol.,jur-us-ar-little-rock,,TRUE,75d8f5f569befb53cc78d58c63305a7cdff525343ebccd4c05b182706ddab39d,75d8f5f569befb53cc78d58c63305a7cdff525343ebccd4c05b182706ddab39d,TRUE,TRUE
MB100-054,Wilmington,DE,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:de/place:wilmington,place-1077580,Adds first MB100 municipal coverage for Delaware.,TRUE,2026-08-07 22:28:10,TRUE,2026-08-07 22:28:19,0.2,TRUE,2026-08-07 22:28:34,TRUE,2026-08-07 22:29:30,0.9,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-055 Boise City under the frozen Measured Batch 100 protocol.,jur-us-de-wilmington,,TRUE,7ba7362410037d0add8a560e7fc653d0a679877620c6d215d4e3191a87face63,7ba7362410037d0add8a560e7fc653d0a679877620c6d215d4e3191a87face63,TRUE,TRUE
MB100-055,Boise City,ID,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:id/place:boise_city,place-1608830,Tests the official Census name Boise City against the common government name Boise.,TRUE,2026-08-07 22:31:16,TRUE,2026-08-07 22:31:32,0.3,TRUE,2026-08-07 22:31:41,TRUE,2026-08-07 22:32:07,0.4,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-056 Fort Wayne under the frozen Measured Batch 100 protocol.,jur-us-id-boise,,TRUE,8ea8b70c2f74544954e6c4aa1188753356668b89b346458e17a55e389673d0fc,8ea8b70c2f74544954e6c4aa1188753356668b89b346458e17a55e389673d0fc,TRUE,TRUE
MB100-056,Fort Wayne,IN,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:in/place:fort_wayne,place-1825000,Adds first MB100 municipal coverage for Indiana.,TRUE,2026-08-07 22:33:45,TRUE,2026-08-07 22:34:01,0.3,TRUE,2026-08-07 22:34:17,TRUE,2026-08-07 22:34:46,0.5,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-057 Des Moines under the frozen Measured Batch 100 protocol.,jur-us-in-fort-wayne,,TRUE,1654111df5758e43eafbe6c940773b12c373a2f40b5dd8f2ec925329bb44a2e5,1654111df5758e43eafbe6c940773b12c373a2f40b5dd8f2ec925329bb44a2e5,TRUE,TRUE
MB100-057,Des Moines,IA,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:ia/place:des_moines,place-1921000,Adds first MB100 municipal coverage for Iowa; multi-county place.,TRUE,2026-08-07 22:45:47,TRUE,2026-08-07 22:46:46,1.0,TRUE,2026-08-07 22:46:46,TRUE,2026-08-07 22:47:25,0.7,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-058 Portland under the frozen Measured Batch 100 protocol.,jur-us-ia-des-moines,,TRUE,b5b9592c7afebae8c65b0b6df52ec60dab7932871d0bfb9ff9c17792dafd6479,b5b9592c7afebae8c65b0b6df52ec60dab7932871d0bfb9ff9c17792dafd6479,TRUE,TRUE
MB100-058,Portland,ME,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:me/place:portland,place-2360545,Adds first MB100 municipal coverage for Maine.,TRUE,2026-08-07 22:48:44,TRUE,2026-08-07 22:49:09,0.4,TRUE,2026-08-07 22:49:09,TRUE,2026-08-07 22:50:01,0.9,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-059 Jackson under the frozen Measured Batch 100 protocol.,jur-us-me-portland,,TRUE,eed43b30083f398b7c02d03abf7365855be01bd0871e34fc4fc2ef83e9a05b7c,eed43b30083f398b7c02d03abf7365855be01bd0871e34fc4fc2ef83e9a05b7c,TRUE,TRUE
MB100-059,Jackson,MS,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:ms/place:jackson,place-2836000,Adds first MB100 municipal coverage for Mississippi; multi-county place.,TRUE,2026-08-07 22:50:17,TRUE,2026-08-07 22:50:41,0.4,TRUE,2026-08-07 22:50:41,TRUE,2026-08-07 22:51:06,0.4,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-060 Kansas City under the frozen Measured Batch 100 protocol.,jur-us-ms-jackson,,TRUE,7ce9ffb8672556877ddf480c5be3d12e80126134f0831c68da1409adbddbe950,7ce9ffb8672556877ddf480c5be3d12e80126134f0831c68da1409adbddbe950,TRUE,TRUE
MB100-060,Kansas City,MO,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:mo/place:kansas_city,place-2938000,Adds first MB100 municipal coverage for Missouri; four-county place.,TRUE,2026-08-08 23:46:52,TRUE,2026-08-08 23:54:42,7.8,TRUE,2026-08-08 23:54:53,TRUE,2026-08-08 23:55:24,0.5,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-061 Billings under the frozen Measured Batch 100 protocol.,jur-us-mo-kansas-city,,TRUE,d95df7325a0404a617370fe1d979b9c5af6b773e264279e61c17d23b374e38c3,d95df7325a0404a617370fe1d979b9c5af6b773e264279e61c17d23b374e38c3,TRUE,TRUE
MB100-061,Billings,MT,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:mt/place:billings,place-3006550,Adds first MB100 municipal coverage for Montana.,TRUE,2026-08-08 23:58:02,TRUE,2026-08-09 00:02:32,4.5,TRUE,2026-08-09 00:02:41,TRUE,2026-08-09 00:05:27,2.8,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-062 Manchester under the frozen Measured Batch 100 protocol.,jur-us-mt-billings,,TRUE,1170ccbfafa91a2c42e5ae56c67878c72ae7aed544a98ab35874f1a1ef9c475e,1170ccbfafa91a2c42e5ae56c67878c72ae7aed544a98ab35874f1a1ef9c475e,TRUE,TRUE
MB100-062,Manchester,NH,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:nh/place:manchester,place-3345140,Adds first MB100 municipal coverage for New Hampshire.,TRUE,2026-08-09 00:07:59,TRUE,2026-08-09 00:12:20,4.3,TRUE,2026-08-09 00:12:29,TRUE,2026-08-09 00:17:38,5.2,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-063 Newark under the frozen Measured Batch 100 protocol.,jur-us-nh-manchester,,TRUE,b3769fa17ab2d1589b02db00814b6a5544ff5f501af399df4a6e915b629a7a33,b3769fa17ab2d1589b02db00814b6a5544ff5f501af399df4a6e915b629a7a33,TRUE,TRUE
MB100-063,Newark,NJ,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:nj/place:newark,place-3451000,Adds first MB100 municipal coverage for New Jersey.,TRUE,2026-08-09 08:49:43,TRUE,2026-08-09 08:49:46,0.1,TRUE,2026-08-09 08:49:50,TRUE,2026-08-09 08:49:53,0.1,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-064 Buffalo under the frozen Measured Batch 100 protocol.,jur-us-nj-newark,,TRUE,70e73b1342e886fe5a78bd3d90e2737e99d7de8b47ea325c240324a51c781909,70e73b1342e886fe5a78bd3d90e2737e99d7de8b47ea325c240324a51c781909,TRUE,TRUE
MB100-064,Buffalo,NY,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:ny/place:buffalo,place-3611000,Adds first MB100 municipal coverage for New York without New York City complexity.,TRUE,2026-08-09 07:17:54,TRUE,2026-08-09 07:24:50,6.9,TRUE,2026-08-09 07:25:02,TRUE,2026-08-09 07:25:14,0.2,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-065 Fargo under the frozen Measured Batch 100 protocol.,jur-us-ny-buffalo,,TRUE,294fa0185b9e9cab2c4bd6d648b0dbbf85a6fd9a54ddf52f116d390bb23bfb29,294fa0185b9e9cab2c4bd6d648b0dbbf85a6fd9a54ddf52f116d390bb23bfb29,TRUE,TRUE
MB100-065,Fargo,ND,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:nd/place:fargo,place-3825700,Adds first MB100 municipal coverage for North Dakota.,TRUE,2026-08-09 07:33:09,TRUE,2026-08-09 07:45:37,12.5,TRUE,2026-08-09 07:45:46,TRUE,2026-08-09 07:47:25,1.6,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-066 Oklahoma City under the frozen Measured Batch 100 protocol.,jur-us-nd-fargo,,TRUE,158f062793a806e273e24ca1f69906f5693bf29103ddec5ff9a1b6b128480ab3,158f062793a806e273e24ca1f69906f5693bf29103ddec5ff9a1b6b128480ab3,TRUE,TRUE
MB100-066,Oklahoma City,OK,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:ok/place:oklahoma_city,place-4055000,Adds first MB100 municipal coverage for Oklahoma; four-county place.,TRUE,2026-08-09 07:50:55,TRUE,2026-08-09 08:00:05,9.2,TRUE,2026-08-09 08:00:14,TRUE,2026-08-09 08:02:06,1.9,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-067 Portland under the frozen Measured Batch 100 protocol.,jur-us-ok-oklahoma-city,,TRUE,ff0c02ad065e58d05032b83e3c499b503683e967fa334dfa5032011a0adbbd8c,ff0c02ad065e58d05032b83e3c499b503683e967fa334dfa5032011a0adbbd8c,TRUE,TRUE
MB100-067,Portland,OR,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:or/place:portland,place-4159000,Adds first MB100 municipal coverage for Oregon; three-county place.,TRUE,2026-08-09 09:15:54,TRUE,2026-08-09 09:17:11,1.3,TRUE,2026-08-09 09:17:22,TRUE,2026-08-09 09:17:38,0.3,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-068 Providence under the frozen Measured Batch 100 protocol.,jur-us-or-portland,,TRUE,46c439f569d6bd1cd6d4b524ab7848962dcab9d6ecc543de58f2ee2279fabb02,46c439f569d6bd1cd6d4b524ab7848962dcab9d6ecc543de58f2ee2279fabb02,TRUE,TRUE
MB100-068,Providence,RI,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:ri/place:providence,place-4459000,Adds first MB100 municipal coverage for Rhode Island.,TRUE,2026-08-09 09:35:24,TRUE,2026-08-09 09:35:54,0.5,TRUE,2026-08-09 09:36:04,TRUE,2026-08-09 09:36:21,0.3,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-069 Charleston under the frozen Measured Batch 100 protocol.,jur-us-ri-providence,,TRUE,8ccbb1ca01433ce26f16dde85da1faa0e6c9e21c788867c9d2815f947c72279a,8ccbb1ca01433ce26f16dde85da1faa0e6c9e21c788867c9d2815f947c72279a,TRUE,TRUE
MB100-069,Charleston,SC,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:sc/place:charleston,place-4513330,Adds first MB100 municipal coverage for South Carolina; multi-county place.,TRUE,2026-08-09 09:46:53,TRUE,2026-08-09 10:00:04,13.2,TRUE,2026-08-09 10:00:32,TRUE,2026-08-09 10:00:50,0.3,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-070 Sioux Falls under the frozen Measured Batch 100 protocol.,jur-us-sc-charleston,,TRUE,e2fb90c1f6f9f278e434bcdabe163ba68b7b07f7d301b5899c4378522492ced0,e2fb90c1f6f9f278e434bcdabe163ba68b7b07f7d301b5899c4378522492ced0,TRUE,TRUE
MB100-070,Sioux Falls,SD,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:sd/place:sioux_falls,place-4659020,Adds first MB100 municipal coverage for South Dakota; multi-county place.,TRUE,2026-08-09 10:05:04,TRUE,2026-08-09 10:05:44,0.7,TRUE,2026-08-09 10:18:28,TRUE,2026-08-09 10:18:32,0.1,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-071 Burlington under the frozen Measured Batch 100 protocol.,jur-us-sd-sioux-falls,,TRUE,59085b359e156bd045dbb0b6843c4e003ee7480aeb04dde939e6ba4bc1487001,59085b359e156bd045dbb0b6843c4e003ee7480aeb04dde939e6ba4bc1487001,TRUE,TRUE
MB100-071,Burlington,VT,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:vt/place:burlington,place-5010675,Adds first MB100 municipal coverage for Vermont.,TRUE,2026-08-09 10:24:36,TRUE,2026-08-09 10:25:20,0.7,TRUE,2026-08-09 10:36:30,TRUE,2026-08-09 10:36:34,0.1,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-072 Richmond under the frozen Measured Batch 100 protocol.,jur-us-vt-burlington,,TRUE,5878e15f195c5d92d8efd0f2e20a63eeaf9bdd5d14dd562b38e1207992fec01c,5878e15f195c5d92d8efd0f2e20a63eeaf9bdd5d14dd562b38e1207992fec01c,TRUE,TRUE
MB100-072,Richmond,VA,independent city,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:va/place:richmond,place-5167000 / county-equivalent-51760,Retests the independent-city alias rule generalized from Baltimore.,TRUE,2026-08-09 10:51:22,TRUE,2026-08-09 11:14:07,22.7,TRUE,2026-08-09 11:21:31,TRUE,2026-08-09 11:26:33,5.0,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-073 Charleston under the frozen Measured Batch 100 protocol.,jur-us-va-richmond,,TRUE,0e0e6f9c3385450865e95ca4d2688f1bcc3eec923627849652e481e9413600d1,0e0e6f9c3385450865e95ca4d2688f1bcc3eec923627849652e481e9413600d1,TRUE,TRUE
MB100-073,Charleston,WV,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:wv/place:charleston,place-5414600,Adds first MB100 municipal coverage for West Virginia.,TRUE,2026-08-09 14:36:14,TRUE,2026-08-09 14:38:02,1.8,TRUE,2026-08-09 14:41:41,TRUE,2026-08-09 14:44:38,2.9,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-074 Cheyenne under the frozen Measured Batch 100 protocol.,jur-us-wv-charleston,,TRUE,a73e8c5cc8a48cc527df8629bdf6e8c6a05c1ef924a809f40179942da2b3ff06,a73e8c5cc8a48cc527df8629bdf6e8c6a05c1ef924a809f40179942da2b3ff06,TRUE,TRUE
MB100-074,Cheyenne,WY,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:wy/place:cheyenne,place-5613900,Adds first MB100 municipal coverage for Wyoming.,TRUE,2026-08-09 15:51:35,TRUE,2026-08-09 15:52:30,0.9,TRUE,2026-08-09 15:55:13,TRUE,2026-08-09 15:58:21,3.1,MATCHED,SUCCESS,,TRUE,PASS,"Complete — PASS. Start MB100-075 Washington, District of Columbia under the frozen Measured Batch 100 protocol.",jur-us-wy-cheyenne,,TRUE,504229bc6d21cd25c08ef2d27ce3f81834d736e1b31f46e00306870fb5d2df3e,504229bc6d21cd25c08ef2d27ce3f81834d736e1b31f46e00306870fb5d2df3e,TRUE,TRUE
MB100-075,"Washington, District of Columbia",DC,federal district / coextensive city,DISCOVERY — FEDERAL DISTRICT IDENTITY,government,MEASURED — DISCOVERY,ocd-division/country:us/district:dc,place-1150000 / county-equivalent-11001,Tests federal-district and coextensive-city identity outside the state path.,TRUE,2026-08-09 19:23:51,TRUE,2026-08-09 19:55:55,32.1,TRUE,2026-08-09 20:06:17,TRUE,2026-08-09 20:10:46,4.5,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-076 Las Vegas under the frozen Measured Batch 100 protocol.,jur-us-dc-district-of-columbia,,TRUE,8bfdf58a08366f5cc631df24279978cfc7ef937e16013992794c7593a97a43c9,8bfdf58a08366f5cc631df24279978cfc7ef937e16013992794c7593a97a43c9,TRUE,TRUE
MB100-076,Las Vegas,NV,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:nv/place:las_vegas,place-3240000,Adds a municipal counterpart to the Nevada school-district sample.,TRUE,2026-08-10 10:43:04,TRUE,2026-08-10 10:46:11,3.1,TRUE,2026-08-10 10:46:12,TRUE,2026-08-10 10:58:44,12.5,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-077 Sacramento under the frozen Measured Batch 100 protocol.,jur-us-nv-las-vegas,,TRUE,87d12cb6084a21fd9386fd6b10a0325fe456ee426acbcd550076a0bf335e4f6b,87d12cb6084a21fd9386fd6b10a0325fe456ee426acbcd550076a0bf335e4f6b,TRUE,TRUE
MB100-077,Sacramento,CA,place,AR-001,government,MEASURED — KNOWN,ocd-division/country:us/state:ca/place:sacramento,place-0664000,Extends California coverage with an ordinary incorporated place.,TRUE,2026-08-11 20:15:04,TRUE,2026-08-11 20:17:03,2.0,TRUE,2026-08-11 20:21:05,TRUE,2026-08-11 20:30:38,9.6,MATCHED,SUCCESS,,TRUE,PASS,Complete — PASS. Start MB100-078 El Paso under the frozen Measured Batch 100 protocol.,jur-us-ca-sacramento,,TRUE,03e7c0898e6f9511993f374665e9b62d6d8f8acb8277bd7be4938cd042143e3e,03e7c0898e6f9511993f374665e9b62d6d8f8acb8277bd7be4938cd042143e3e,TRUE,TRUE
